Tweet,Emotion
"some toh Pakistani army ke saath ho rha hai. Ek tarah se baloch fighter tumhe maar rahe hai,dusri tarf se afganistanarmy or humse toh tum mar khate hi rehteho. or phir IN mai jaake halla machate ho. Pakistan apneBaap Bharat se khoob darta hai, tabhi toh dunya mai shoor machte ho",Anger
": Gurgaon mae koi kam nahi hota metro to , saal bhul jayo.",Neutral
O bhai maro mujhe maro. is pakistani qoom ko Eurtagal kay chaker main laga diya hai. Sheetan bhi soch ta ho ga mera kia kam is qoom main. Ek turkey main ezat bachi thi waha bhi yeh qoom zalel ker wahay gaye.,Anger
App twitter pe kya karti ho mujra ya social media influencing please tell,Anger
Aab dekhate hai T SERIES NUMBER hota hai ki Nahi ........ waiting for December,Neutral
"One of the best movies i've ever seen. So moving and emotional, aik dafa dekh k smjh nai ati. Christopher Nolan is the director and he's the best director ever. Director of Batman series, Inception, The Prestige. Aur me kisi ki tareef itni jaldi nai krta.",Happy
Super device by samsung..I want sale this cell ..just month use ..orginal every thing ..Lush new condition.. Gujranwala..Gujrat ..se serious rabbta kre.. Priece K..negotiable.. call or sms on Contact No.06 Guhranwala,Neutral
"They mean if someone says that ""Man of X Religion caught spitting on cops"" is fake news, then action will be taken against them. Isko bolte hai reading between the lines.",Neutral
Kamal ki video h Yaar bhai kaisy kr laity ho Loveit,Happy
Kash aap Bhutto bhi zinda hota our aap democracy k leyay jaan denay walay k sath kharray hotay !,Neutral
Frands Kis Kis Ko Trailer Psand Aaya GWating... For This,Neutral
super duper trailer yo yo is back ab hoga dhamaka,Happy
: Dad : tum Meri marzi se Shadi kro Gy Mom : nhi tum Meri merzi se shadi Kro Gy Me : me apni pasand se krunga Le Nani htt,Happy
Mujhy yeh mobile chahiye agar kisi ne sale krna ho tu /08 connect me,Neutral
: Stone pelting in Kolkata Kapdo se pehchan me aa rhe hain kya?,Neutral
"trailer hila diya hoga raftar and badshah ko yo yo is back that line ""Welcome To Goa"" was lit",Neutral
MashaAllah. Yah bohat zabardust kaam hy Ali bhai. Allah aap ko ajar de. Or please kuch cheley Royat e Hilaal ke peechay bhi parey han. Please unka bhi koi hul karen,Happy
i2 for sale koi masla nahi hai na hang ho ta hai gold color mein warranty mein hai plz serious buyer only contact,Neutral
Yarr bhai aap mental ho gaye aap apne mind ka chkup karwa lo,Neutral
Oye Azad parinda ghaddar army ko tum jesay Nawaz Sharif gando apni bachiyan pesh krte ho aur uss p h bhonktay ho,Anger
Puri delhi ap k control se bher ho gai hai...nhi samaal paa rhe ap delhi ki,Neutral
tera bap chood ke gaya tha iok ya teri ma history padh le Kashmir is not iok ok pok khali karne ki tayari kar lo,Anger
Views kyu nhi badh rhe h ??? Likes bdhti ja rhi h bt views kyu nhi,Neutral
What a lovely video bb <br />Mind blowing yrr <br />Safar se v mst video h RAHGUZAR,Happy
Kyu madam jee....Ab ho rha hai na dard Kashmiri Muslims ki tarah....ab hum sabko dard ho rha hai.....Khuda ke paas sabke liye justice hai......,Neutral
Hum tho lalachi nahi hay. Yaha b smart lockdown hay baji say pihlay sab band hota hay.,Neutral
aslam o alaikum! Sir umeed hy ap kush o khuram hon gy...main gareeb admi hn choty se aik gaon main mera madical store hy Jo march se seal kr dia gya shikayat kr k abhi main bhooka matny lga hn mera kia qasoor hy?,Sad
Best phone ha koi hang nahi hta acahw timming battery saver mode b ha is ma sasta paison ma buttno wala acahw phone h jis na lena sakoon sa la,Happy
Khan sb akela kis kis zalil ko pakre. Sugar wheat IPPs media sab mulk ko kha rahe ha. Kia kisi aflatoon anchor ko aj jurat huwi malik riaz ki beti ki gundagardi par? Enlighten all,Anger
"Ekk b case jammu ka nhi hai,, phir jammu kyu...?",Neutral
Phir kahti ho Pakistan Pakistan terrorist country he Tumhara Bap Gourav Arya kya Kah rha he India is promoting terrorism in Balochistan,Anger
Sir salute h apko hm sub apke sath h,Neutral
Very sad yrr use ldki k sath eisa nhi krna tha,Sad
Bhai pehla waqya mein pilot ka ba hna possible bhi hai or nhi bhi magar wo bach gya ho gha because the is made in china si pilot just had to hit the roof and jump from it,Neutral
"Modi g lockdown extension k baare me btao yr, Ye sb pta hai hmein",Neutral
One day i went to their house..knocked their door..uncle ny drwaza khola Me:Assalam o Alaikum Uncle..kaisy hain Uncle:Wassalam Beta..Allah ka shukar After more haal ahwaal Me:Uncle PTCL ka bill ni jama krwaya apny Uncle:Beta lockdown ki wajah sy Me:Uncle aj krwa lijiye ga,Neutral
nae ptcl ap to mahan ho.jb b game khlta hu ap ping to atiny lay jaty ho uper ptcl hum par rham karo,Anger
Yo Yo Honey Singh Ke liye like maaro tod do button,Neutral
School ka fees ka kya karein ?? No salary from.last months .. no job from May ?? Muslim convert ho jau ??,Anger
ma ma samsung galaxy mega sale krna ha rps ka ajar ksi na lens ha to contact no From Ch. Amin TAHIR Gehlan,Neutral
Apne home town tak walk karke ja rahe hain to within City railway station kya dur lagega ....,Neutral
GB RAM GB Storage me behtreen set he. Battery bi Mi A2 se zyada he mA,Neutral
Aa gaya apna bhai............. I m very happy,Happy
bohat hi zabardast brain hai is banday hai aur bilkul bhi bonga nahi hai pti kay kuch old logon ki karha,Happy
#Respected_Leaders #Selfie toh bana loge #Gareeb k sath #Image kaise banaoge.......,Neutral
Sapno ke marjane ka matlab suicide nahi ho sakta,Sad
"Yar in logon ka khana hazam nahi hota jab tak apni har burayee mai Afghanistan ka zikar na karain...Afghanistan wheat n sugar smuggle ho kar jaati hai..jis mai mill owners, custom n border security forces shamil hoti hai.. ab smuggling ka bhi ehsaan jataty hain yeh log.",Anger
so emotional hearts broken song ruladiya song ne aisehi hote h ldhke bhi pyar kisi or se or shadi kisi or se,Sad
Nae ho skta man lo. Speaking with experience here. Hm move on kr jate but hm dil se kabhi nae nikal skte.,Neutral
Dislike vaale... badshah ke fan h... if you agree thn hit the like,Neutral
Ye News nahi dikhayegi media masala nahi hai,Neutral
"Absolutely true, pta nahi kahan kay kis kisam kay log hain, abhi bhi usi tarha fight kr rahay hain",Neutral
Simpson's family ko ab Pak ke future par bhi ek episode banana chahiye. Pak govt. will finance it. Ha Ha Ha.,Neutral
TRAILER NE HI DOOSRE GAANON JAISI TABAHI MACHA RKHII H.....FULL VIDEO WILL BANG BANG....####SAMAJH MEIN AAYA KYA,Happy
Bc divorce ho chuka hai,Anger
Par tag bhi use karo reply Mai #PhirTeraTimeAayega,Neutral
"Singaa(punjabi singer): Duniya saali itni hai ki agar koi insaan mehnat se kuch ban jata hai, toh chalakiyan(planning plotting) karte hai neeche giraane ke liye, par phir bhi konsa kuch ukhad loge!! Dedicating to Sana haters #EidMubarakShehnaaz #ShehnaazGill",Anger
big fan,Neutral
huawei gr3 halat % good diba or warranty dubai ke whan sy buy keya tha month pahly cnt-04 faisalabad,Neutral
itni sari hui aurat hai bacpan we daikh daikh kar bot ho gai hn information buhat achi hai nai pata tha ye sari hui aurat kon the may tu is chawani na dn aur buhat he buri choice the Bhi is admi ke video ap in achi Banai is aurat ka pata chala waisay us zamanay k log pagal wagal the shayad stay blessed sorry,Neutral
Thodi si despasito wali feeling aayi,Neutral
really heart touching mere piyr mai bi aisa dard hai.logo ney juda kar dia.but still I love him.,Neutral
Bhai log number trending p q nahi aa rahi hai I am waiting youtuber Badshah only one Guru Randhawa,Neutral
Kisi na Lena ha tu contect me Rehman from Faisal abad,Neutral
Ye Bihar hai yaha sirf formalities hota hai.,Neutral
"ko KV Power House, Rohtak se cow ke gale me rassi bandh kr khich kr le jaya rha tha jo wahi gir padi, meri mom ne chudwaya, tractor par number plate b nhi thi, kbhi police naka nahi lagati, daru b pilai jati h illegal ahata mein.",Anger
I like your channel very much bcz is me bht ziada or bht achi achi maloomat hai jo hamen pta honi chahiy.,Happy
I want to sell this phone.boht acha mobile he lkn mje peso ki zroorat he.price only .serious log contact kre,Neutral
Sir open krdo sb. Koi fayda ni lockdown ka. Already sb khula hi hai. Naam ka lockdown hai bs.,Neutral
It's wrong song! Rab badal da vekhya*,Neutral
Exchange hoskta hai?,Neutral
Agar koe bhai board ya dead Qmobile z8 sale karna chahta hai to rabta kary....01,Neutral
India's biggest music video .... Koi shk nhi,Neutral
millions hone se kisi k papa bhi nhi rok site Only for dislikers,Neutral
Me jispe bhi choddu politics tu apna kaam kr.. Wrna ek laat pdegi to aane wali pushte aur mari hui pushte ek saath cheekhengi,Anger
ye to Tarzan the wonder car film ki tarhan hai,Neutral
"#coronavirus #IndiaFightsCoronavirus Many political leaders are saying they are giving ration and shelter to the labours, to bahar jo sadak par ghum rahe h vo kya crorepati hai kya? Sirf ghr me baith kar press conference krne se ni hota hai.",Anger
Ye Jo song ko dislike kr rhe h na...inki ma ko ch**d dunga m,Anger
Jab tumhe tumhre mazhab ki kitabon se hi jhoota sabit kia jaye tum log tb b nai manty.. Allah Tumhe rahe e raast per laye... Kafir mar gaye to kia javab dogy ALLAH AUR USKY rasool ko.,Anger
Ye har school main jhandiyan q lage hoti hai roofs pay??? Hamaray skol main bhi lage hue. hain kiya koi reason hai???,Neutral
Hr insaan mein politician hota he... Jo jb matlab ho to voter ko sir py utha leta he or jab matlab hatam to un logon ko bh bhool jata he jinhun ny mushkil waqt mein uski madad ki ho,Neutral
Song hai ye but he was saying Aru come let's go to Aksa beach,Neutral
#8BajeModiJiSwagatHai #Lockdown4 Today PM will adress nation JAN HAI TO JAHAN HAI is moving around few had lost Jahan but most are or will loose JAN if not taken care of I think st preference should be to save lives whosoever loosing fortune can survive but dead is dead,Neutral
Lahore Ka Mausam bhi aaj bahut Suhana hai,Neutral
Hahahaha bhai ap ko chor nh skty nhn tu option boht,Happy
Phone kis kis ka hang Hua is song se?,Neutral
Bhaiiiii apne M pe face reveal krna haiiiiiiii... hit like if agree,Neutral
Ooo nwaz shreef ka gando worker apna bhgora hrami leader ko to wpais bulaoo jo tum bgairto ki gand pa chona lga kr har bar ki trha bhag gya ha baher doob ka mar jaoooo lantyoooo......lora pa be ni likhta wo tum workers ko .........,Anger
"bhai, Pooray Pakistan main EID ki Shopping ke liye Markets main aisay rush hai jaisay kal Eid hai aur parso Tadfeen Allah aisi qoum se bachaye jou Doctors ke liye JHANDAY tou lehraye Magr Ehtiyat ka kahey toh zara amal na kary Allah hi Hafiz hai",Neutral
Bring me back....... Bring me.... Stardom dekh rahe ho bhai ka,Neutral
Ye honey singh kaun hai bhai?? never heard of him,Neutral
This is very big opportunity for #yoyoarmy. Bcoz aaj tk koi gaane ka teaser ek din me million view lekar nhi aaya hai. Yo-yo honey Singh,Neutral
views ko kya hua bhai log,Neutral
Oh bhai views kyon freeze ho gaye,Neutral
Mery pas ye model hai or mai sale krna chahta hun agar koi interested ho to plz contact me,Neutral
Sir you are amazing .. Bermuda triangle pe b koi video bnaen ...,Happy
Is ki price ho gi k sy kam ka to sochna b ni Pakistan ma December ma RealMe Pak ma Launch ho ga,Neutral
: #ShehnaazGill We will always there for u. we love u a lot Aap ke hr bure or ache waqt me ...hum apke sath khade rahen,Happy
Subha ki khuber he or fake he please Students ke Kam mein tang mut arien,Neutral
Karachi mai koi note sale krra hai to btado bhai kit wale hazrat door rahen contact,Neutral
"PoK PM Raja Farooq Haider asks PM Imran Khan to attack India with forces #RajaFarooqHaider #ImranKhan #India #Pakistan #Attack Are katwe, time Ka khana hai nhi tumhare pass, aur India par attack kroge.",Anger
major gaurav q itna bhonk rha hy? kiya waqai cpec balochistan ki taraqi hazam nhyn ho rhii ya kch aur bhi hy??,Anger
Mera pas j4 PLUS hai V9 /10 in warrnty se koi exchag krna chahta hai to box opn days use full warrnty and accessories box with D glass protection on leader pauch freee sialkot cash pe lena ho to finaly offer,Neutral
Kuch bhi yar indian so funny.,Happy
Blow job kar kar ke iska muh dekho kesa ho gya hai.,Anger
", We need clarity on the Policy. Ji declared Lockdown he said Jan Hai to Jahan Hai. Lives are important. Moving across communities and within community will be suicidal. Your policemen, paramilitary r getting infected. Please Stop moving.",Neutral
nahi pata is liya tu poch raha ho tumhay pata hai tu kindly bata do,Neutral
Hum or aap kon h kuch krne wale it's all depends on their destiny. Hume sidra pasand h to saath me ship krte h. Ishme apko problem kyu h?? Jo hoga aage dekha jayega. Dono me pyar h dikhta h bs misunderstanding thi hope dur ho gyi h.let them decide na,Neutral
Allah is great and your videos are very interested and nice . Jo Jo in ki videos pasand karta hai to please like my comment,Neutral
Yahan to reply karti hon Aur main kabhi bhi gayab ho jati hon to wait karna hoga reply ka id band kr doge to kaun reply karega,Neutral
Chor chor ko achi tarah pahchanta hai isleya chor ki pas geys tha jaise ajj kal tumhara abu showbazz zardari ki paao main beta hai. Bas sirf awaam ko bewakoof banana tha inn kanjaro ny,Anger
Yo yo honey singh is back with bang love u yoyo aag laga di,Neutral
Bhai anelisa ki fear voice ka naam bolo ham kya naam YouTube par search kaaray our anelisa ki fear voice sunn sakay Plz Meray what's aap par sand kaar dena bhai OK bhai aapki aawaz bohat acchi hain mash Allah I like your voice,Happy
Bhai bari achi videos bana rahe ho keep it up,Happy
Ary nasaray tum break dance kro imported songs pay apnay dozen voters k sat.. tera b aik yahi kaam hai ab,Neutral
Shame on every govt. N opposition of this country .. playing dirty politics...#bus politics ...khumbh Mela yaad hai....govt itni buses manage Kar gai ki poocho mat..aur aaj kuch nai ho raha...n congress on d other hand shame on them..,Anger
Assalam u Alaikum hisham bhai yajooj majooj k bary main b koi video bnaye plz.. agr bna chuky hen to link send kr den plz.. rply im waiting..,Neutral
Aap air channels km tarha gappien nahi marte His baat ka ilm hata hai woohi khte ho Warna kehte ho mjhe confirmnahi you're really a good man,Happy
Apki videos bht informatove hti hn. I like it!,Happy
"kisi bhai k pas infinix S5 sale ha to mujhy chahye wasy mery pas hot ram ,3rom ma para howa ha bilkul thk ha with box . rabta No :03",Neutral
Corona ko muslims say hum ny jora tha???,Neutral
Yeh lo.. Jhooto real me kuch nahi hona tum logo se.. Tumhary Gen khawab dekh rahy thay naashta ka bechaary.. Tumhari media ne tum logo movies aur jhooti news dikha dikha kar aasman par pooncha diya hay.. Real me bechaary bhookay nangay hain.. Kaho to saboot dikhao,Anger
Pakistan main kab launch hogaa.. Koi exact date Bata saktaa ha,Neutral
Kya bat he yo yo is back,Happy
Kuch kaam nhi hai tabhi to profile change kar raha hai,Neutral
Song sunne ke phle hi like or coment kr diii Bhai koi yo yo is back...Sbki hogi ab chhutti...,Happy
#IRCTC #kisi ne New Delhi se Ranchi ka train book kra..kya?,Neutral
Shuker hai koi tu zinda hai media pa.,Happy
"Bhaiya vo dance baar ka pta, hai italy wala, chalega?... Shayd chai bhi milti ho",Neutral
Sara din gobar gobar bol ke na kisi din usi mein rehne lag gaya hai tu. bahar nukal aur gobar ke ilawa bhi kuchh soch zindgi mein. Duniya Chand tak pahunch gayi aur tu gobar mein hi pada hai abhi tak,Anger
Come back honey pazzi ye hi real tiger rappers ka bhaiyo khtarnak gana rappers ka badshahh......dikha diya aate hi ki sher sher hota h ghas nhi khata,Happy
Pata nahi kis se manga me social media per new hun pata nahi chala sorry carry on,Neutral
Kismat sabki badalti habut nice Song,Neutral
toh yeh kyaa haii poori story aik lmby sy paragraph main suna do gy toh kya e baat ho gi,Neutral
kuch sachai toh hai sir please take a highway route test by your self i see daily what. is happening on the streets,Neutral
